,User-ID,ISBN,Book-Rating,Book-Title
94201,55492,0061015725,10,Prey
94202,55492,0064407667,10,"The Bad Beginning (A Series of Unfortunate Events, Book 1)"
94212,55492,0156628708,6,Mrs Dalloway
94216,55492,0312305060,4,The Hours: A Novel
94218,55492,0316602906,9,The Big Bad Wolf: A Novel
94290,55492,0842329242,9,Nicolae: The Rise of Antichrist (Left Behind No. 3)
94304,55492,1558745157,9,The Lost Boy: A Foster Child's Search for the Love of a Family
94305,55492,1559029838,7,Call of the Wild
94270,55492,0671027344,7,The Perks of Being a Wallflower
94263,55492,055321313X,10,Anne of Green Gables (Anne of Green Gables Novels (Paperback))
94268,55492,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
94269,55492,0609610597,7,"The Shelters of Stone (Earth's Children Series, No 5)"
93957,55490,0440180295,10,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death
93970,55490,0446601241,10,Kiss the Girls
93972,55490,0446605484,10,Roses Are Red (Alex Cross Novels)
93973,55490,0446607657,9,When the Wind Blows
93974,55490,0446611212,9,Violets Are Blue
93983,55490,0451156609,8,The Tommyknockers
93984,55490,0451160525,10,"The Gunslinger (The Dark Tower, Book 1)"
93993,55490,0451524934,10,1984
93989,55490,0451177096,5,Dolores Claiborne
93846,55490,0060929871,9,Brave New World
93882,55490,0316666009,5,1st to Die: A Novel
93915,55490,0380789035,10,American Gods
93921,55490,038529929X,10,Hannibal
93891,55490,0345337662,7,Interview with the Vampire
93889,55490,0345313860,10,"The Vampire Lestat (Vampire Chronicles, Book II)"
93897,55490,0345384466,9,The Witching Hour (Lives of the Mayfair Witches)
93898,55490,034538475X,7,The Tale of the Body Thief (Vampire Chronicles (Paperback))
94030,55490,0553277472,9,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values
93382,55187,0446672211,8,Where the Heart Is (Oprah's Book Club (Paperback))
93381,55187,0446610038,10,1st to Die: A Novel
93379,55187,044651862X,9,The Celestine Prophecy (Celestine Prophecy)
93376,55187,0446310786,10,To Kill a Mockingbird
93371,55187,0399501487,8,Lord of the Flies
93340,55187,0156528207,10,The Little Prince
93335,55187,0140067477,5,The Tao of Pooh
93327,55187,0060199652,10,Prodigal Summer
93326,55187,0060175400,8,The Poisonwood Bible
93407,55187,0671001795,10,Two for the Dough
93463,55187,0971880107,6,Wild Animus
93423,55187,0743436210,8,Hearts in Atlantis
93422,55187,0743412028,10,Pay It Forward
93418,55187,067976402X,10,Snow Falling on Cedars
93417,55187,0679745203,7,The English Patient
93431,55187,0812550706,10,Ender's Game (Ender Wiggins Saga (Paperback))
90872,53220,0425182908,8,Isle of Dogs
90889,53220,0446601241,10,Kiss the Girls
90881,53220,0440236673,10,The Brethren
90882,53220,0440241073,10,The Summons
90883,53220,0440241537,10,The King of Torts
90886,53220,0446364193,10,Along Came a Spider (Alex Cross Novels)
90852,53220,034541389X,7,Flesh and Blood
90894,53220,0446605484,10,Roses Are Red (Alex Cross Novels)
90851,53220,0316602906,10,The Big Bad Wolf: A Novel
90856,53220,0380718340,8,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback))
90859,53220,038550120X,8,A Painted House
90860,53220,0385511612,6,Bleachers
90893,53220,0446604801,10,Jack &amp; Jill (Alex Cross Novels)
90895,53220,0446606189,10,Cat &amp; Mouse (Alex Cross Novels)
90936,53220,0671024248,8,Hearts In Atlantis
90925,53220,0553579606,9,Ashes to Ashes
90896,53220,0446607711,7,The Simple Truth
90897,53220,0446609404,10,Cradle and All
90898,53220,0446610038,10,1st to Die: A Novel
90899,53220,0446612545,10,The Beach House
90900,53220,0446612790,10,2nd Chance
90905,53220,0449219461,10,H Is for Homicide (Kinsey Millhone Mysteries (Paperback))
90922,53220,0553280368,8,C Is for Corpse (Kinsey Millhone Mysteries (Paperback))
90921,53220,0553279556,9,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback))
90747,53174,0375707972,10,The Reader
90765,53174,0446611085,10,Suzanne's Diary for Nicholas
90751,53174,0385504209,10,The Da Vinci Code
90759,53174,0441172717,10,Dune (Remembering Tomorrow)
90754,53174,0440206154,10,Red Dragon
90755,53174,0440212561,10,Outlander
90756,53174,0440215625,10,Dragonfly in Amber
90761,53174,0446364193,7,Along Came a Spider (Alex Cross Novels)
90741,53174,0345417623,10,Timeline
90733,53174,0345339711,9,"The Two Towers (The Lord of the Rings, Part 2)"
90726,53174,0316601950,10,The Pilot's Wife : A Novel
90723,53174,0312195516,10,The Red Tent (Bestselling Backlist)
90725,53174,0312924585,10,Silence of the Lambs
90729,53174,0316693200,8,2nd Chance
90731,53174,0316781142,9,The Last Time They Met : A Novel
90732,53174,0345313860,9,"The Vampire Lestat (Vampire Chronicles, Book II)"
90734,53174,0345350499,10,The Mists of Avalon
90764,53174,0446605239,10,The Notebook
90766,53174,0451172817,10,Needful Things
90796,53174,0812511816,7,"The Eye of the World (The Wheel of Time, Book 1)"
90771,53174,0553260111,10,The Bourne Identity
90772,53174,0553268880,9,The Prince of Tides
90784,53174,0679746048,9,"Girl, Interrupted"
90392,52917,0380813815,5,"Lamb : The Gospel According to Biff, Christ's Childhood Pal"
90388,52917,0380012863,5,Jonathan Livingston Seagull
90424,52917,0449219461,7,H Is for Homicide (Kinsey Millhone Mysteries (Paperback))
90421,52917,0449212602,8,The Handmaid's Tale
90418,52917,0449003787,6,"\O\"" Is for Outlaw"""
90411,52917,0440241073,6,The Summons
90348,52917,006099486X,8,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary"
90345,52917,0060928336,4,Divine Secrets of the Ya-Ya Sisterhood: A Novel
90376,52917,0345387651,7,The Cider House Rules
90474,52917,0804106304,7,The Joy Luck Club
89715,52584,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times
89758,52584,038079487X,9,What Looks Like Crazy On An Ordinary Day
89760,52584,0385492081,9,Into Thin Air : A Personal Account of the Mt. Everest Disaster
89755,52584,0380018179,10,The Thorn Birds
89788,52584,0446672211,8,Where the Heart Is (Oprah's Book Club (Paperback))
89786,52584,0446606812,7,Message in a Bottle
89780,52584,0440224675,10,Hannibal
89753,52584,0375412824,10,The Dive From Clausen's Pier (Alex Awards)
89729,52584,0140293248,10,The Girls' Guide to Hunting and Fishing
89751,52584,0345444884,7,The Talisman
89739,52584,0316666343,9,The Lovely Bones: A Novel
89738,52584,0316601950,9,The Pilot's Wife : A Novel
89849,52584,080411109X,9,The Hundred Secret Senses
89846,52584,080410753X,8,The Kitchen God's Wife
89845,52584,0804106304,7,The Joy Luck Club
89841,52584,0743418174,10,Good in Bed
89801,52584,0451184963,10,Insomnia
89818,52584,0553272535,8,Night
89821,52584,0609804138,7,The Sweet Potato Queens' Book of Love
89839,52584,0688177751,8,Miss Julia Speaks Her Mind : A Novel
89837,52584,0684872153,9,Angela's Ashes (MMP) : A Memoir
89834,52584,0684865742,8,Tis: A Memoir
89419,52350,0345339738,9,"The Return of the King (The Lord of the Rings, Part 3)"
89431,52350,0553273914,10,The House of the Spirits
89423,52350,0380977788,9,Coraline
89424,52350,0439064864,5,Harry Potter and the Chamber of Secrets (Book 2)
89425,52350,0439136350,8,Harry Potter and the Prisoner of Azkaban (Book 3)
89426,52350,0439139600,9,Harry Potter and the Goblet of Fire (Book 4)
89427,52350,043935806X,9,Harry Potter and the Order of the Phoenix (Book 5)
89432,52350,0590353403,8,Harry Potter and the Sorcerer's Stone (Book 1)
89418,52350,0345339711,9,"The Two Towers (The Lord of the Rings, Part 2)"
89396,52350,0312924585,9,Silence of the Lambs
89072,52199,0449219364,10,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback))
89016,52199,0156528207,10,The Little Prince
89025,52199,0345342968,10,Fahrenheit 451
89039,52199,0380012863,9,Jonathan Livingston Seagull
89027,52199,0345378490,5,Congo
89114,52199,059035342X,7,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
88205,51883,0345370775,7,Jurassic Park
88209,51883,034540288X,7,The Lost World
88211,51883,0345465083,10,Seabiscuit
88172,51883,0060392452,8,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
88443,51883,067102423X,10,Bag of Bones
88363,51883,0385503822,10,The Summons
88408,51883,0451172817,10,Needful Things
85780,49889,1592400876,10,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation"
83722,48494,0440241073,9,The Summons
83721,48494,044021145X,8,The Firm
83712,48494,0425143325,7,Without Remorse
83724,48494,0446606812,5,Message in a Bottle
83675,48494,0064400557,10,Charlotte's Web (Trophy Newbery)
83742,48494,0515128554,10,Heart of the Sea (Irish Trilogy)
83697,48494,0380018179,10,The Thorn Birds
83690,48494,0345417623,10,Timeline
83689,48494,0345339711,10,"The Two Towers (The Lord of the Rings, Part 2)"
83807,48494,155874262X,10,Chicken Soup for the Soul (Chicken Soup for the Soul)
83804,48494,1400034779,10,The No. 1 Ladies' Detective Agency (Today Show Book Club #8)
83777,48494,080410753X,10,The Kitchen God's Wife
83754,48494,0553250531,10,The Valley of Horses
83769,48494,0679781587,10,
83772,48494,0743418174,10,Good in Bed
83079,48025,0440220602,9,The Chamber
83078,48025,0440213525,7,The Client
83081,48025,0440235596,8,Tara Road
83071,48025,0425147622,9,The Body Farm
83082,48025,0440236703,9,Tell No One
83083,48025,044023722X,8,A Painted House
83098,48025,0449006522,10,Manhattan Hunt Club
83095,48025,0446612790,8,2nd Chance
83094,48025,0446612545,8,The Beach House
83092,48025,0446607657,7,When the Wind Blows
83039,48025,0312924585,9,Silence of the Lambs
83049,48025,0375727345,6,House of Sand and Fog
83152,48025,074343627X,8,Dreamcatcher
83106,48025,0451177096,9,Dolores Claiborne
83105,48025,0451166892,9,The Pillars of the Earth
82307,47316,0446611212,8,Violets Are Blue
82303,47316,0440222656,9,The Horse Whisperer
82302,47316,0440213525,10,The Client
82299,47316,0439064872,10,Harry Potter and the Chamber of Secrets (Book 2)
82279,47316,0156528207,10,The Little Prince
82283,47316,0312983867,8,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel)
82355,47316,0671004530,10,On the Street Where You Live
82369,47316,0842329129,10,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)
82370,47316,0842329242,10,Nicolae: The Rise of Antichrist (Left Behind No. 3)
82379,47316,1400034779,10,The No. 1 Ladies' Detective Agency (Today Show Book Club #8)
82357,47316,0671028375,9,Fatal Voyage
82335,47316,0553582135,9,Final Target
82330,47316,0553250531,9,The Valley of Horses
81127,46398,0385484518,3,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
81128,46398,0385486804,7,Into the Wild
81112,46398,0380813815,9,"Lamb : The Gospel According to Biff, Christ's Childhood Pal"
81122,46398,038542017X,9,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies"
81171,46398,044651862X,8,The Celestine Prophecy (Celestine Prophecy)
81174,46398,0446605239,4,The Notebook
81165,46398,0441003257,9,Good Omens
81150,46398,0399149155,6,Q Is for Quarry
81156,46398,043936213X,8,Harry Potter and the Sorcerer's Stone (Book 1)
81098,46398,0375703063,6,A Virtuous Woman (Oprah's Book Club (Paperback))
81048,46398,014023313X,4,The Stone Diaries
81057,46398,0142000205,7,Icy Sparks
81060,46398,0156027321,9,Life of Pi
81042,46398,006099486X,5,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary"
81029,46398,0060391626,10,I Know This Much Is True (Oprah's Book Club)
81085,46398,0345350499,9,The Mists of Avalon
81087,46398,0345361792,10,A Prayer for Owen Meany
81090,46398,0345370775,8,Jurassic Park
81099,46398,0375706771,9,Midwives: A Novel
81100,46398,0375707972,8,The Reader
81065,46398,0312243022,10,The Hours : A Novel
81066,46398,0312421273,7,The Corrections: A Novel
81070,46398,0316569321,8,White Oleander : A Novel
81071,46398,0316666343,6,The Lovely Bones: A Novel
81275,46398,0786881852,7,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series)
81278,46398,0802130208,10,A Confederacy of Dunces (Evergreen Book)
81339,46398,1878424319,6,The Four Agreements: A Practical Guide to Personal Freedom
81186,46398,0451191145,10,Atlas Shrugged
81325,46398,1558745157,5,The Lost Boy: A Foster Child's Search for the Love of a Family
81322,46398,0971880107,4,Wild Animus
81324,46398,1558743669,5,"A Child Called \It\"": One Child's Courage to Survive"""
81217,46398,0553271636,7,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback))
81220,46398,0553277472,10,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values
81221,46398,0553279378,7,I Know Why the Caged Bird Sings
81222,46398,0553279556,7,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback))
81223,46398,0553280341,6,B Is for Burglar (Kinsey Millhone Mysteries (Paperback))
81191,46398,0452282152,6,Girl with a Pearl Earring
81224,46398,0553284789,7,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback))
81251,46398,0671867156,6,Pretend You Don't See Her
81257,46398,0679745203,5,The English Patient
81261,46398,068484267X,9,Angela's Ashes: A Memoir
78326,43910,0385498802,7,Bee Season: A Novel
78328,43910,0385510438,9,The Last Juror
78337,43910,0425162443,9,The Rapture of Canaan
78341,43910,0446672211,8,Where the Heart Is (Oprah's Book Club (Paperback))
78338,43910,0425167313,8,Here on Earth
78288,43910,0060391626,10,I Know This Much Is True (Oprah's Book Club)
78305,43910,0312422156,8,Middlesex: A Novel
78307,43910,0316776963,7,Me Talk Pretty One Day
78308,43910,0316777730,9,Naked
78389,43910,0743418174,8,Good in Bed
78396,43910,0767905180,8,Jemima J: A Novel About Ugly Ducklings and Swans
78417,43910,1573225789,8,The Color of Water: A Black Man's Tribute to His White Mother
78357,43910,0553208845,10,Siddhartha
78361,43910,0670894605,8,The Secret Life of Bees
78362,43910,0671003755,10,She's Come Undone (Oprah's Book Club (Paperback))
78373,43910,0684801523,9,The Great Gatsby
78372,43910,0679746048,7,"Girl, Interrupted"
77280,43246,0375412824,8,The Dive From Clausen's Pier (Alex Awards)
77323,43246,0425163407,8,Unnatural Exposure
77284,43246,0375727345,8,House of Sand and Fog
77287,43246,0380718340,10,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback))
77274,43246,0345443284,9,While I Was Gone
77272,43246,0345439104,8,Drowning Ruth (Oprah's Book Club)
77271,43246,0345435168,8,Open House (Oprah's Book Club (Paperback))
77304,43246,0385722206,8,Balzac and the Little Chinese Seamstress : A Novel
77300,43246,0385508042,7,The King of Torts
77297,43246,0385484518,10,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
77259,43246,0316969443,9,Suzanne's Diary for Nicholas
77295,43246,038533334X,7,Charming Billy
77207,43246,0060959037,9,Prodigal Summer: A Novel
77257,43246,0316781266,6,The Last Time They Met : A Novel
77254,43246,0316096199,9,Lucky : A Memoir
77252,43246,0312980140,5,Seven Up (A Stephanie Plum Novel)
77250,43246,0312966970,10,Four To Score (A Stephanie Plum Novel)
77247,43246,0312305060,7,The Hours: A Novel
77245,43246,0312265859,8,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel)
77243,43246,0156628708,9,Mrs Dalloway
77235,43246,014100018X,10,Chocolat
77230,43246,014028009X,8,Bridget Jones's Diary
77428,43246,0842329218,9,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2)
77406,43246,0743412028,5,Pay It Forward
77398,43246,0679781587,8,
77453,43246,1592400876,9,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation"
77439,43246,1400031354,9,Tears of the Giraffe (No.1 Ladies Detective Agency)
77396,43246,067976402X,10,Snow Falling on Cedars
77423,43246,080410753X,7,The Kitchen God's Wife
77343,43246,0446612790,9,2nd Chance
77357,43246,0452284449,9,The Virgin Blue
77344,43246,0446670251,8,The Virgin Suicides
77341,43246,0446610038,9,1st to Die: A Novel
77340,43246,0446608955,9,A Walk to Remember
77338,43246,0446606812,9,Message in a Bottle
77337,43246,0446605239,9,The Notebook
77377,43246,0609804138,5,The Sweet Potato Queens' Book of Love
77381,43246,0671001795,9,Two for the Dough
77363,43246,0552137030,9,
74270,40943,0385335482,10,Confessions of a Shopaholic (Summer Display Opportunity)
74273,40943,0385730586,10,Sisterhood of the Traveling Pants
74284,40943,043936213X,10,Harry Potter and the Sorcerer's Stone (Book 1)
74240,40943,0140298479,10,Bridget Jones: The Edge of Reason
74341,40943,0679746048,8,"Girl, Interrupted"
74351,40943,0743418174,10,Good in Bed
74329,40943,0671003755,5,She's Come Undone (Oprah's Book Club (Paperback))
74307,40943,055321313X,10,Anne of Green Gables (Anne of Green Gables Novels (Paperback))
74309,40943,0553260111,7,The Bourne Identity
74310,40943,0553274295,10,Where the Red Fern Grows
74057,40889,0515128554,10,Heart of the Sea (Irish Trilogy)
74055,40889,0515126772,10,Jewels of the Sun (Irish Trilogy)
74045,40889,0446606812,10,Message in a Bottle
74047,40889,0446611867,8,A Bend in the Road
74073,40889,0671024248,7,Hearts In Atlantis
74058,40889,0515130389,8,Carolina Moon
74059,40889,0515135062,7,Three Fates
74063,40889,0553574574,6,Beach Music
74065,40889,0553579754,8,Fear Nothing
74039,40889,0440236703,8,Tell No One
74038,40889,0440226104,6,Black and Blue
74019,40889,0345387651,5,The Cider House Rules
74006,40889,0060928336,9,Divine Secrets of the Ya-Ya Sisterhood: A Novel
74018,40889,0345339681,10,The Hobbit : The Enchanting Prelude to The Lord of the Rings
74020,40889,0345417623,4,Timeline
74037,40889,0440225701,8,The Street Lawyer
74027,40889,0385484518,10,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
74028,40889,0385721420,5,Three Junes
74032,40889,0440220602,8,The Chamber
74035,40889,0440224764,10,The Partner
74025,40889,038542017X,8,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies"
74119,40889,089480829X,9,What to Expect When You're Expecting (Revised Edition)
74129,40889,155874262X,10,Chicken Soup for the Soul (Chicken Soup for the Soul)
74132,40889,1558745157,9,The Lost Boy: A Foster Child's Search for the Love of a Family
74083,40889,0671867113,8,Moonlight Becomes You
74085,40889,0679745203,7,The English Patient
74102,40889,0786868716,5,The Five People You Meet in Heaven
74101,40889,0786817070,8,"Artemis Fowl (Artemis Fowl, Book 1)"
72350,39467,0156027321,10,Life of Pi
72351,39467,0312421273,9,The Corrections: A Novel
72359,39467,0375703861,7,White Teeth: A Novel
72363,39467,0385472951,9,The Partner
72364,39467,0399501487,10,Lord of the Flies
72365,39467,044022165X,7,The Rainmaker
72366,39467,0440236673,9,The Brethren
72367,39467,044023722X,6,A Painted House
72371,39467,0552124753,6,
72388,39467,0679781587,6,
72373,39467,0553279912,7,A Is for Alibi (Kinsey Millhone Mysteries (Paperback))
71933,39281,0385504209,10,The Da Vinci Code
71935,39281,0385508042,8,The King of Torts
71937,39281,0385511612,5,Bleachers
71932,39281,0385486804,9,Into the Wild
71926,39281,0380718340,8,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback))
71957,39281,0446672211,10,Where the Heart Is (Oprah's Book Club (Paperback))
71955,39281,0446612545,7,The Beach House
71954,39281,0446604801,8,Jack &amp; Jill (Alex Cross Novels)
71951,39281,044651862X,9,The Celestine Prophecy (Celestine Prophecy)
71950,39281,044651652X,9,The Bridges of Madison County
71888,39281,0060922532,5,Pigs in Heaven
71921,39281,0375727345,9,House of Sand and Fog
71920,39281,0375703055,9,Ellen Foster
71884,39281,006016848X,8,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships"
72042,39281,1878424319,8,The Four Agreements: A Practical Guide to Personal Freedom
71997,39281,0743237188,9,Fall On Your Knees (Oprah #45)
70956,38556,0380731851,5,Mystic River
70960,38556,044021145X,5,The Firm
70944,38556,0312983271,5,Full House (Janet Evanovich's Full Series)
70926,38556,0070212570,6,Fried Green Tomatoes at the Whistle Stop Cafe
70655,38281,0812550706,10,Ender's Game (Ender Wiggins Saga (Paperback))
70606,38281,0151008116,9,Life of Pi
70608,38281,0316666343,6,The Lovely Bones: A Novel
70614,38281,0439064864,8,Harry Potter and the Chamber of Secrets (Book 2)
70615,38281,0439136369,8,Harry Potter and the Prisoner of Azkaban (Book 3)
70616,38281,043935806X,7,Harry Potter and the Order of the Phoenix (Book 5)
70617,38281,0440214041,5,The Pelican Brief
70619,38281,0451166892,8,The Pillars of the Earth
70386,38273,0449003787,5,"\O\"" Is for Outlaw"""
70387,38273,0449003795,7,P Is for Peril
70371,38273,0425182878,7,Chosen Prey
70401,38273,0553274295,10,Where the Red Fern Grows
70369,38273,0425180638,5,The Last Precinct
70372,38273,0425182908,9,Isle of Dogs
70375,38273,0440225701,5,The Street Lawyer
70377,38273,044023722X,5,A Painted House
70379,38273,0440414806,10,Holes (Yearling Newbery)
70400,38273,0553271636,5,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback))
70297,38273,0060976845,5,Little Altars Everywhere: A Novel
70345,38273,0345413903,10,The Murder Book
70340,38273,0316601950,7,The Pilot's Wife : A Novel
70336,38273,0312976275,5,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel)
70337,38273,0312980140,7,Seven Up (A Stephanie Plum Novel)
70338,38273,0312983271,9,Full House (Janet Evanovich's Full Series)
70453,38273,0743211375,5,From a Buick 8 : A Novel
69977,38023,0440206154,7,Red Dragon
70002,38023,055321313X,10,Anne of Green Gables (Anne of Green Gables Novels (Paperback))
69938,38023,0345342968,9,Fahrenheit 451
69932,38023,0312924585,7,Silence of the Lambs
70003,38023,0553280341,9,B Is for Burglar (Kinsey Millhone Mysteries (Paperback))
70004,38023,0553280414,9,A Separate Peace
70054,38023,0786881852,8,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series)
70089,38023,1573225789,10,The Color of Water: A Black Man's Tribute to His White Mother
70082,38023,0971880107,9,Wild Animus
70016,38023,0671042858,10,The Girl Who Loved Tom Gordon
70030,38023,0679731148,8,A Year in Provence
70032,38023,0679781587,10,
69592,37950,0439064872,8,Harry Potter and the Chamber of Secrets (Book 2)
69599,37950,0440214041,7,The Pelican Brief
69598,37950,044021145X,6,The Firm
69600,37950,0440215625,10,Dragonfly in Amber
69601,37950,0440220602,4,The Chamber
69603,37950,044022165X,7,The Rainmaker
69590,37950,0425180638,7,The Last Precinct
69588,37950,0425175405,7,Black Notice
69584,37950,0425152251,7,Sophie's World: A Novel About the History of Philosophy
69635,37950,0451177096,8,Dolores Claiborne
69634,37950,0451176464,7,Gerald's Game
69632,37950,0451172817,7,Needful Things
69630,37950,0451167317,7,The Dark Half
69620,37950,0446679593,6,Suzanne's Diary for Nicholas
69613,37950,0446310786,9,To Kill a Mockingbird
69612,37950,0441790348,7,Stranger in a Strange Land (Remembering Tomorrow)
69540,37950,0312983867,7,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel)
69537,37950,0312966970,8,Four To Score (A Stephanie Plum Novel)
69574,37950,0399501487,9,Lord of the Flies
69522,37950,0140067477,6,The Tao of Pooh
69571,37950,0385497466,8,The Brethren
69570,37950,038549081X,8,The Handmaid's Tale : A Novel
69644,37950,0451526341,9,Animal Farm
69546,37950,0345337662,5,Interview with the Vampire
69619,37950,0446609404,5,Cradle and All
69712,37950,0812511816,10,"The Eye of the World (The Wheel of Time, Book 1)"
69765,37950,1558744630,7,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul)
69762,37950,155874262X,6,Chicken Soup for the Soul (Chicken Soup for the Soul)
69753,37950,0971880107,3,Wild Animus
69675,37950,0671028375,9,Fatal Voyage
69668,37950,0553582755,4,One Door Away from Heaven
69664,37950,0553284789,9,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback))
69662,37950,0553280341,8,B Is for Burglar (Kinsey Millhone Mysteries (Paperback))
69660,37950,0553250531,6,The Valley of Horses
69699,37950,074343627X,9,Dreamcatcher
69686,37950,0671758896,5,"Loves Music, Loves to Dance"
69690,37950,0679781587,9,
69223,37712,0446310786,10,To Kill a Mockingbird
69194,37712,0375727345,4,House of Sand and Fog
69189,37712,0374129983,7,The Corrections
69186,37712,0345436911,8,The Dress Lodger (Ballantine Reader's Circle)
69182,37712,0345370775,8,Jurassic Park
69200,37712,038542017X,10,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies"
69219,37712,0440222656,8,The Horse Whisperer
69217,37712,0440215625,10,Dragonfly in Amber
69216,37712,0440212561,10,Outlander
69210,37712,0394820371,7,The Phantom Tollbooth
69209,37712,0385721420,9,Three Junes
69206,37712,0385720106,7,A Map of the World
69205,37712,0385504209,6,The Da Vinci Code
69175,37712,031242227X,10,Running with Scissors: A Memoir
69149,37712,0070212570,10,Fried Green Tomatoes at the Whistle Stop Cafe
69148,37712,0062502182,9,The Alchemist: A Fable About Following Your Dream
69147,37712,0061097101,10,The Saving Graces: A Novel
69145,37712,0060987103,9,Wicked: The Life and Times of the Wicked Witch of the West
69143,37712,0060959037,10,Prodigal Summer: A Novel
69141,37712,0060934417,10,Bel Canto: A Novel
69164,37712,0142001740,9,The Secret Life of Bees
69160,37712,014029628X,9,Girl in Hyacinth Blue
69159,37712,014028009X,10,Bridget Jones's Diary
69157,37712,014023313X,7,The Stone Diaries
69208,37712,0385720955,8,The Blind Assassin
69276,37712,0804111359,4,Secret History
69308,37712,1573229571,8,About a Boy (Movie Tie-In)
69305,37712,140003065X,9,A Fine Balance
69245,37712,0671027360,7,Angels &amp; Demons
69240,37712,0553279912,4,A Is for Alibi (Kinsey Millhone Mysteries (Paperback))
69236,37712,055321313X,9,Anne of Green Gables (Anne of Green Gables Novels (Paperback))
69231,37712,0452282152,8,Girl with a Pearl Earring
69228,37712,0451191145,8,Atlas Shrugged
69225,37712,0446532231,10,"Dude, Where's My Country?"
69257,37712,067976402X,9,Snow Falling on Cedars
69247,37712,0671510053,9,SHIPPING NEWS
69263,37712,068484477X,7,STONES FROM THE RIVER
69261,37712,0684801523,8,The Great Gatsby
69265,37712,0684872153,7,Angela's Ashes (MMP) : A Memoir
69249,37712,0679429220,10,Midnight in the Garden of Good and Evil: A Savannah Story
68980,37644,0380718340,8,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback))
68978,37644,0380002930,8,Watership Down
68977,37644,0375706771,10,Midwives: A Novel
68991,37644,0440498058,10,A Wrinkle In Time
68970,37644,0345350499,10,The Mists of Avalon
68946,37644,0060987529,8,Confessions of an Ugly Stepsister : A Novel
68961,37644,014100018X,8,Chocolat
68967,37644,0316769487,6,The Catcher in the Rye
69003,37644,0553274295,10,Where the Red Fern Grows
69041,37644,0842329218,9,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2)
69042,37644,0842329242,5,Nicolae: The Rise of Antichrist (Left Behind No. 3)
67709,36907,0374129983,10,The Corrections
67707,36907,0345424719,10,A Widow for One Year
67702,36907,0345391802,8,The Hitchhiker's Guide to the Galaxy
67700,36907,034536676X,10,The World According to Garp
67698,36907,0316601950,4,The Pilot's Wife : A Novel
67714,36907,0380002930,10,Watership Down
67716,36907,0385484518,10,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
67718,36907,038549081X,10,The Handmaid's Tale : A Novel
67726,36907,0385720955,10,The Blind Assassin
67669,36907,0060392452,10,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
67674,36907,0060977493,10,The God of Small Things
67675,36907,0060987561,10,I Know This Much Is True
67676,36907,0064400557,10,Charlotte's Web (Trophy Newbery)
67682,36907,0140298479,10,Bridget Jones: The Edge of Reason
67687,36907,0156027321,10,Life of Pi
